video_id,title,channel_title,trending_date,views,likes,comment_count,engagement_rate,view_zscore,like_zscore,comment_zscore,is_anomaly
qF7SRQFd49E,Anderson Cooper’s tribute to his friend Anthony Bourdain,CNN,18.14.06,2849993,37374,9559,1.31,2.44,2.11,0.05,true
__4c1JCHvaQ,Logic Solves a Rubik's Cube While Eating Spicy Wings | Hot Ones,First We Feast,17.10.12,3090438,167927,20818,5.43,2.44,3.4,3.27,true
kewIE0Zw6yY,A Thirsty Sidewalk,Daily Dose Of Internet,18.14.03,6183923,135311,13501,2.19,2.44,2.4,2.09,true
NKmGVE85GUU,Why can't you divide by zero? - TED-Ed,TED-Ed,18.28.04,1001705,34648,2781,3.46,2.44,2.71,2.61,true
4CGBSGEkbKA,Oprah Winfrey - 2018 Golden Globes - Full Backstage Speech,Variety,18.12.01,1086906,6543,2248,0.6,2.44,2.54,0.76,true
8-u5nd2GqNE,The Secret Protocol for When the Queen Dies,Half as Interesting,17.21.11,1021443,25927,4476,2.54,2.44,2.39,1.64,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.14.06,8607264,66559,8382,0.77,2.44,1.69,1.37,true
y3qfeoqErtY,How Overnight Shipping Works,Wendover Productions,18.21.02,1825716,48700,3172,2.67,2.44,2.38,0.16,true
fN5HV79_8B8,Oprah Winfrey Receives Cecil B. de Mille Award at the 2018 Golden Globes,NBC,18.14.01,7878889,139665,26132,1.77,2.44,2.37,2.17,true
hwQnXjZwQUQ,10 BEST Moments From 2018 Golden Globes,Clevver News,18.12.01,1721172,10906,2857,0.63,2.44,1.76,2.31,true
Q3jege0p0dQ,Marc Spelmann gets the first Golden Buzzer of 2018 | Auditions Week 1 | Britain’s Got Talent 2018,Britain's Got Talent,18.21.04,9638151,224462,0,2.33,2.44,2.8,,true
TI5bEf-BULU,How Michael B. Jordan's Black Panther Makeup Was Done — Exclusive Behind The Scenes,INSIDER,18.14.05,12027088,120823,5318,1.0,2.43,2.32,2.28,true
r8FQ5wUYm9c,Don't Talk - Cyanide & Happiness Shorts,ExplosmEntertainment,17.11.12,2163052,80029,4830,3.7,2.43,2.44,1.61,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.12.06,8570085,66379,8372,0.77,2.43,1.68,1.37,true
CP6aYDssDSE,Eating BRUNCH at Taiwan 7-ELEVEN,Strictly Dumpling,18.27.02,2093619,38187,5490,1.82,2.43,2.02,1.89,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.13.06,8589119,66465,8380,0.77,2.43,1.69,1.37,true
jlmNwjdYVnk,Boy Sings Out in Walmart || ViralHog,ViralHog,18.19.04,2051675,34516,6514,1.68,2.43,2.35,2.21,true
Ucjgl-4s2nw,A Special Message From This Is Us (Promo),This Is Us,18.05.02,560649,4982,912,0.89,2.43,2.35,2.25,true
DGdSlnw4D_M,Fortnite | Real Life Battle Royale!!,Team Edge,18.20.05,2889410,37587,5710,1.3,2.43,1.88,0.84,true
UXNnAB3ugPU,How My Makeup Looks Under a Microscope,Tina Yong,18.13.06,4131813,106646,5088,2.58,2.43,2.38,2.32,true
V0HCZ4YGqbw,La de da de da de da de day oh,bill wurtz,18.24.01,3362369,295288,33900,8.78,2.43,2.48,2.44,true
VLxl1UeuwHY,GOD LEVEL Street Food in Mexico - Sandwich NINJA with SUPER FAST Cutting Skills + Mexican Chicken,The Food Ranger,18.20.02,1794493,28780,5557,1.6,2.43,2.13,1.71,true
OBOm_jatVCI,Blind Fast Food Sub Sandwich Taste Test,Good Mythical Morning,18.19.03,2237102,39435,4867,1.76,2.42,1.73,1.29,true
4nqJiBRNQuw,Pastry Chef Attempts To Make Gourmet Kit Kats | Gourmet Makes | Bon Appétit,Bon Appétit,18.11.05,3081444,71343,5455,2.32,2.42,2.34,1.93,true
I7LJIuB2CHE,Elon Musk on how Falcon Heavy will change space travel,The Verge,18.10.02,1946302,54363,5455,2.79,2.42,3.2,2.19,true
t9GNMVfEiG4,Gingerbread Cookies - You Suck at Cooking (episode 70),You Suck At Cooking,17.28.12,1432719,56560,6514,3.95,2.42,2.51,1.96,true
MIQKlHSD89E,Tiny Donkey Thinks He's Actually A Dog  | The Dodo,The Dodo,18.04.04,3909702,113160,6552,2.89,2.42,2.55,1.73,true
7bfS6seiLhk,The Kissing Booth | Official Trailer [HD] | Netflix,Netflix,18.05.05,4072655,89336,3598,2.19,2.42,1.81,0.47,true
bMrRN99DYKU,Selena Gomez Tearfully Accepts Woman of the Year Award at Billboard's Women in Music 2017,Billboard,17.05.12,4160214,115911,9003,2.79,2.42,0.63,0.75,true
nWZMfPP34g8,BITTEN by a GIANT DESERT CENTIPEDE!,Brave Wilderness,17.24.12,5194700,165880,40090,3.19,2.42,3.33,3.37,true
dt7fU9H8tz8,Women Try A One-Size-Fits-All Bridesmaid Dress,As/Is,18.20.03,2606093,52945,2633,2.03,2.42,1.89,1.12,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.11.06,8548321,66287,8371,0.78,2.42,1.68,1.37,true
H0g4JxKp4fc,*cough*,jacksfilms,18.11.03,2285567,224694,41464,9.83,2.42,2.48,0.92,true
Sqbv7cCM5AI,björk: utopia,Björk,17.12.12,462066,16375,2068,3.54,2.42,1.59,2.0,true
we5djgQwK9w,Whats In My HUGE Fridge?,Rosanna Pansino,18.09.05,3512872,127461,19594,3.63,2.41,2.26,2.12,true
iC7wWFQUUqU,Keith Urban - Coming Home ft. Julia Michaels,KeithUrbanVEVO,18.13.06,1691068,15596,401,0.92,2.41,2.05,0.27,true
V6wWKNij_1M,Hereditary | Official Trailer HD | A24,A24,18.06.02,2497708,16034,1528,0.64,2.41,0.23,-0.08,true
YpnV0M6XTc8,€20 IN PARIS vs $20 IN NY,DamonAndJo,18.23.01,192638,10752,770,5.58,2.41,2.43,2.2,true
V-F7tpdPZ-E,Faking My Death In Front of My Cat - Mean Kitty Reacts,TheMeanKitty,18.16.02,791774,27868,3738,3.52,2.41,2.35,2.38,true
FFsp5b4AUTE,"Roman Reigns is brutally ambushed by Brock Lesnar: Raw, March 19, 2018",WWE,18.23.03,8198243,88916,20555,1.08,2.41,1.48,3.44,true
JDkHmQEOkYo,T & P Makeup Look,Sailor J,18.27.02,348104,23899,1749,6.87,2.41,1.5,-0.44,true
kxMC7g_sKjw,Jim Carrey Crashes Jeff Daniels' CONAN Interview  - CONAN on TBS,Team Coco,18.25.04,3637532,42136,3812,1.16,2.41,0.88,2.61,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.10.06,8534145,66248,8363,0.78,2.41,1.68,1.36,true
3yy-dKTmyOo,"Milo Manheim, Meg Donnelly - Someday (From ZOMBIES)",DisneyMusicVEVO,18.02.03,7109938,81237,12724,1.14,2.4,2.17,2.06,true
Z1rZAT2GtmI,Expiration Dates Don't Mean What You Think,CollegeHumor,17.25.11,2131820,46913,5426,2.2,2.4,1.17,1.41,true
H0g4JxKp4fc,*cough*,jacksfilms,18.10.03,2277948,224419,41460,9.85,2.4,2.48,0.92,true
w2Es7-c9GAk,Selena Gomez Delivers Emotional First Performance of 'Wolves' at the AMAs -- Watch!,Entertainment Tonight,17.25.11,1948989,9479,2134,0.49,2.4,2.57,0.16,true
EsaHiIdsKpE,Melania Trump Gives Her Own State Of The Union,The Late Show with Stephen Colbert,18.06.02,1794696,18182,2782,1.01,2.4,1.55,1.07,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.09.06,8503729,66130,8355,0.78,2.4,1.67,1.36,true
w9JrUVI_h4I,Crow - Simon's Cat | SHORTS,Simon's Cat,18.12.06,1057410,40042,1782,3.79,2.4,2.21,1.81,true
ZwoDYJWWXW0,"Alan Walker, Keala Settle & The Greatest Showman Ensemble - This Is Me (Alan Walker Relift)",Alan Walker,18.06.04,5540367,167164,10668,3.02,2.4,1.82,1.58,true
pMpQABKlC-I,How To Speak Internet 101 (ft. Will Smith),IISuperwomanII,17.30.12,3811016,231458,22202,6.07,2.4,2.18,2.44,true
3S6HQGHqQa0,I spent a day with FLAT EARTH believers,AnthonyPadilla,18.13.02,527651,21612,6757,4.1,2.4,0.41,3.23,true
OrnpSe4OChM,Mean Tweets – Avengers Edition,Jimmy Kimmel Live,18.02.05,5221478,154954,11225,2.97,2.4,4.14,1.67,true
fS2fsa1fuIw,"If It Fits, I Sits...",Cole and Marmalade,18.29.03,1202228,39642,2667,3.3,2.39,2.17,1.72,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.08.06,8482595,66039,8342,0.78,2.39,1.67,1.36,true
dPWg-A9tiRI,Drunk History - Rose Valland Takes On the Nazis,Comedy Central,18.30.01,1173366,7732,416,0.66,2.39,2.0,1.29,true
O8hm2Ml-pA8,Khalid - Fast Car (Tracy Chapman cover) in the Live Lounge,BBCRadio1VEVO,18.23.03,1759167,37479,1063,2.13,2.39,1.52,1.16,true
kz1xzBYppW8,Heartbreaking video of schoolboy Keaton Jones recounting being bullied,Guardian News,17.16.12,1302317,11450,5539,0.88,2.39,2.74,1.95,true
0bSE-rh7jFg,When the girl you're wrestling has a tough little brother  - 979280,RM Videos,17.16.12,606192,646,107,0.11,2.39,0.04,0.07,true
jlmNwjdYVnk,Boy Sings Out in Walmart || ViralHog,ViralHog,18.18.04,2029850,34209,6485,1.69,2.39,2.32,2.2,true
4WnizmrnJlk,Matt Lauer Sexual Harassment Allegations; Trump's Unhinged Tweets: A Closer Look,Late Night with Seth Meyers,17.05.12,2817216,26544,3377,0.94,2.39,1.72,1.27,true
y3qfeoqErtY,How Overnight Shipping Works,Wendover Productions,18.20.02,1803655,48343,3165,2.68,2.39,2.35,0.16,true
we5djgQwK9w,Whats In My HUGE Fridge?,Rosanna Pansino,18.08.05,3489355,126908,19507,3.64,2.39,2.25,2.1,true
f6Egj7ncOi8,FULL FACE USING ONLY MY MOM'S MAKEUP Challenge | NikkieTutorials,NikkieTutorials,18.05.01,3876875,323623,137411,8.35,2.39,3.12,3.11,true
_fVUX6-7VKE,"7.9 earthquake hits near Kodiak, AK",Fox News,18.30.01,1189824,6781,3630,0.57,2.39,2.34,2.23,true
OBOm_jatVCI,Blind Fast Food Sub Sandwich Taste Test,Good Mythical Morning,18.18.03,2215447,39203,4835,1.77,2.38,1.71,1.28,true
ZWAkzvL5Ho4,Bleach Blonde Baby Teaser,Poppy,17.13.12,1382900,23250,4566,1.68,2.38,-0.3,0.08,true
SM1w9PEQOE8,Demi Lovato - Tell Me You Love Me,DemiLovatoVEVO,17.09.12,28860037,1251825,77905,4.34,2.38,1.83,1.86,true
LTWh-i-iJqM,Star Wars The Last Jedi First Reactions And World Premiere Report - The John Campea Show,John Campea,17.13.12,100786,3257,656,3.23,2.38,2.51,-0.51,true
4nqJiBRNQuw,Pastry Chef Attempts To Make Gourmet Kit Kats | Gourmet Makes | Bon Appétit,Bon Appétit,18.10.05,3042629,70691,5435,2.32,2.38,2.3,1.92,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.07.06,8457468,65930,8347,0.78,2.38,1.66,1.36,true
TdyllLZeviY,Charlie Puth - Done For Me (feat. Kehlani) [Official Video],Charlie Puth,18.03.05,11979805,408461,17964,3.41,2.38,2.91,2.18,true
l_lblj8Cq0o,"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",GEazyMusicVEVO,18.02.01,45938392,728696,43541,1.59,2.38,1.7,1.57,true
7C2z4GqqS5E,BTS (방탄소년단) 'FAKE LOVE' Official MV,ibighit,18.27.05,103786733,5386959,1189456,5.19,2.38,2.2,2.21,true
elwTgpHlty0,[OFFICIAL VIDEO] HAVANA - PENTATONIX,PTXofficial,18.05.03,8383945,386585,20654,4.61,2.38,2.16,2.03,true
kD-_iyS95AQ,History of TV Theme Songs with Will Smith,The Tonight Show Starring Jimmy Fallon,18.04.04,5386126,68124,3652,1.26,2.38,0.73,0.54,true
sjN-NGsRg9g,Crawling (One More Light Live) - Linkin Park,Linkin Park,17.11.12,2302545,129661,8213,5.63,2.38,1.7,1.35,true
6xUPaVfmcUs,Kevin Hart on Lavar Ball and His Least Favorite Son | Cold As Balls | Laugh Out Loud Network,LOL Network,18.15.02,6566903,136988,6082,2.09,2.38,2.88,2.56,true
H0g4JxKp4fc,*cough*,jacksfilms,18.09.03,2269303,224096,41420,9.88,2.38,2.47,0.92,true
Huab6p5HW0E,John Oliver Warns Meghan Markle What She's Getting Herself Into,The Late Show with Stephen Colbert,18.09.02,1781966,24138,1683,1.35,2.38,2.47,0.34,true
5n9xafjynJA,Tesla Semi truck and Roadster event in 9 minutes,The Verge,17.20.11,1923738,35159,5336,1.83,2.38,1.77,2.12,true
Hvysy11716g,Why We Pick Difficult Partners,The School of Life,18.04.02,583356,24805,1130,4.25,2.37,2.52,0.86,true
VMRIc4ayRlM,JUSTICE LEAGUE A Box Office Disaster - Box Office Report,John Campea,17.21.11,100504,3058,3426,3.04,2.37,2.2,3.45,true
5ek2W8hUvGw,My Sister in Real Life,itsAlexClark,18.13.05,2147339,78406,5989,3.65,2.37,2.31,0.98,true
WmYCUljsrDg,Log Cabin TIMELAPSE Built By ONE MAN In The Forest (Real Life Minecraft),My Self Reliance,18.17.01,295231,8034,784,2.72,2.37,2.17,1.8,true
TI5bEf-BULU,How Michael B. Jordan's Black Panther Makeup Was Done — Exclusive Behind The Scenes,INSIDER,18.13.05,11792860,119044,5268,1.01,2.37,2.28,2.25,true
OdpHOc7vqHA,Testing Nail Products from Wish Nails Remove Toes Hollow Nail Polish Peel-off Nails Wish Buy Now,Simply Nailogical,17.08.12,3336924,117732,12125,3.53,2.37,-0.02,-0.54,true
WOUZxG1JcGI,What It's Like To Be Absolutely Obsessed With Bitcoin (HBO),VICE News,17.18.12,747672,5966,1188,0.8,2.37,2.28,1.87,true
jG1JY0rt2Os,Fall Out Boy - HOLD ME TIGHT OR DON’T,FallOutBoyVEVO,17.22.11,3821846,177700,15815,4.65,2.37,1.89,1.75,true
CZkUNPBlJIQ,Carpool Karaoke w/ Adam Levine,The Late Late Show with James Corden,18.02.06,7225366,172028,8946,2.38,2.37,1.37,0.98,true
CWAX-tiepMo,RWBY Volume 5: Chapter 14 - Haven's Fate | Rooster Teeth,Rooster Teeth,18.02.02,1355581,49557,20118,3.66,2.37,2.54,2.62,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.06.06,8431913,65829,8330,0.78,2.37,1.66,1.35,true
gob0unzEdRw,Melania Trump Is Dreaming Of A Dark Christmas,The Late Show with Stephen Colbert,17.05.12,1778470,18940,4306,1.06,2.37,1.67,2.07,true
GpxCT36DxKg,MOWGLI - Official 1st Trailer,Warner Bros. Pictures,18.05.06,14100194,122783,18627,0.87,2.37,1.89,1.49,true
V5cOvyDpWfM,Fergie Performs The U.S. National Anthem / 2018 NBA All-Star Game,MLG Highlights,18.23.02,18226395,46374,56686,0.25,2.37,2.03,2.44,true
qpkXi0-XkxI,Did Tyler Predict Khloe Kardashian’s Drama With Tristan? | Hollywood Medium with Tyler Henry | E!,E! Entertainment,18.30.04,1953661,16054,1621,0.82,2.37,2.44,2.32,true
K_XXXDPODmw,Taking Riverdale Quizzes with Camila Mendes and Hart Denton| Madelaine Petsch,Madelaine Petsch,18.15.02,1600770,107556,3999,6.72,2.37,2.19,1.99,true
6ZfuNTqbHE8,Marvel Studios' Avengers: Infinity War Official Trailer,Marvel Entertainment,17.02.12,66637636,2331351,316180,3.5,2.37,2.71,2.85,true
h5XzGyjEkkc,Dog Cries Every Time He's Touched — Until He Meets This Woman | The Dodo,The Dodo,17.03.12,3855331,78644,10393,2.04,2.37,1.55,3.18,true
eEdPnm-AZ94,Wanna Be Startin' Somethin' w/ the Stars! | Lip Sync Battle Live: A Michael Jackson Celebration,Lip Sync Battle,18.22.01,732055,10644,726,1.45,2.36,2.49,2.15,true
we5djgQwK9w,Whats In My HUGE Fridge?,Rosanna Pansino,18.07.05,3457312,126157,19436,3.65,2.36,2.23,2.09,true
P_If9xMyl10,The Voice 2018 Blind Audition - Stephanie Skipper: Piece By Piece,The Voice,18.20.03,3000556,34080,1796,1.14,2.36,2.15,-0.08,true
t0VsbEqfAvo,"24 HOUR BOX FORT PRISON ESCAPE ROOM!! 📦🚔 Secret UNDERGROUND Tunnel, SPY GADGETS & More!",Papa Jake,18.10.05,5352705,68869,25538,1.29,2.36,2.06,1.7,true
TX0UsGn0GPc,Mini Wedding Cake for Valentine's Day Teeny Weeny Challenge #4,How To Cook That,18.15.02,472112,10458,2075,2.22,2.36,1.65,2.26,true
8Y5-GI9hYcI,"Abraham Mateo, Yandel, Jennifer Lopez - Se Acabó el Amor",AbrahamMateoVEVO,18.15.05,29075706,304469,10190,1.05,2.36,1.74,1.65,true
fJe0cmOvM94,Match the Job to the Person | Lineup | Cut,Cut,18.10.02,2073539,55456,2600,2.67,2.36,1.99,1.33,true
kD-_iyS95AQ,History of TV Theme Songs with Will Smith,The Tonight Show Starring Jimmy Fallon,18.03.04,5356479,67845,3646,1.27,2.36,0.72,0.53,true
jlmNwjdYVnk,Boy Sings Out in Walmart || ViralHog,ViralHog,18.17.04,2009445,33873,6453,1.69,2.36,2.29,2.19,true
H0g4JxKp4fc,*cough*,jacksfilms,18.08.03,2260143,223803,41394,9.9,2.36,2.47,0.92,true
JzA097DmNTI,Rescued Chimp Helps Out on Flight over Africa,Associated Press,18.12.03,261610,2931,0,1.12,2.36,2.36,-0.42,true
jYuQzAxBVZU,"Benedict Cumberbatch, Tom Hiddleston and Tom Holland dish on 'Avengers: Infinity War'",Good Morning America,18.15.05,1270251,26596,1691,2.09,2.36,2.89,0.44,true
Bs-Hr-gEJAU,Shawn Mendes - Youth (Lyric Video) ft. Khalid,ShawnMendesVEVO,18.21.05,29687034,852872,40413,2.87,2.36,1.08,0.67,true
8LPVjHxXvJM,Jimmy Interviews Cardi B,The Tonight Show Starring Jimmy Fallon,17.23.12,5356548,141037,16863,2.63,2.36,2.13,4.96,true
_fVUX6-7VKE,"7.9 earthquake hits near Kodiak, AK",Fox News,18.29.01,1177548,6752,3629,0.57,2.36,2.33,2.23,true
GpxCT36DxKg,MOWGLI - Official 1st Trailer,Warner Bros. Pictures,18.04.06,14064010,122638,18556,0.87,2.36,1.88,1.49,true
gDXwhHm4GhM,Everything Wrong With Thor Ragnarok In 15 Minutes Or Less,CinemaSins,18.11.05,4421781,82763,10978,1.87,2.35,1.77,1.07,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.05.06,8390391,65649,8324,0.78,2.35,1.65,1.35,true
-sXnoM6rDB4,I GOT FIRED...,Jack Coyne,18.10.02,738118,30875,2327,4.18,2.35,2.28,2.06,true
qpkXi0-XkxI,Did Tyler Predict Khloe Kardashian’s Drama With Tristan? | Hollywood Medium with Tyler Henry | E!,E! Entertainment,18.29.04,1939685,15997,1619,0.82,2.35,2.43,2.31,true
GpxCT36DxKg,MOWGLI - Official 1st Trailer,Warner Bros. Pictures,18.03.06,14015057,122437,18473,0.87,2.35,1.88,1.48,true
QBOzHhuTzvw,"Full Actresses Roundtable: Saoirse Ronan, Jennifer Lawrence, Mary J Blige | Close Up With THR",The Hollywood Reporter,18.15.02,266106,4803,1282,1.8,2.35,2.69,2.44,true
dt7fU9H8tz8,Women Try A One-Size-Fits-All Bridesmaid Dress,As/Is,18.19.03,2560454,52275,2533,2.04,2.35,1.84,1.01,true
Wzq4qbNRFrw,HIGH SCHOOL IN 2008 VS 2018,Smosh,18.05.06,2756148,78474,6972,2.85,2.35,1.99,1.53,true
-C_rvt0SwLE,Imagine Dragons - Next To Me (Audio),ImagineDragonsVEVO,18.01.03,11773962,397715,20481,3.38,2.35,1.51,0.95,true
w9JrUVI_h4I,Crow - Simon's Cat | SHORTS,Simon's Cat,18.11.06,1043229,39760,1781,3.81,2.34,2.18,1.81,true
i0p1bmr0EmE,TWICE What is Love? M/V,jypentertainment,18.27.04,69295519,1324609,238744,1.91,2.34,1.54,1.38,true
coOKvrsmQiI,RAMPAGE - OFFICIAL TRAILER 1 [HD],Warner Bros. Pictures,17.21.11,13987067,137904,25189,0.99,2.34,2.23,2.31,true
kD-_iyS95AQ,History of TV Theme Songs with Will Smith,The Tonight Show Starring Jimmy Fallon,18.02.04,5318521,67499,3635,1.27,2.34,0.72,0.53,true
sfxilYIycTc,GET READY WITH ME FOR THE MILITARY BALL! | Casey Holmes,Casey Holmes,18.14.06,521611,22478,1861,4.31,2.34,2.07,1.93,true
yDiXQl7grPQ,Do You Hear Yanny or Laurel? (SOLVED with SCIENCE),AsapSCIENCE,18.21.05,32844195,485674,152136,1.48,2.34,2.5,2.49,true
LvC8VzCcI88,LaurDIY and Alex Wassabi's Epic Two-Tone Room Makeover!,Mr. Kate,18.21.02,2327813,131547,7105,5.65,2.34,2.39,1.66,true
Ml9v3wHLuWI,Will Smith Tries Online Dating,Will Smith,18.07.04,8247001,246628,19209,2.99,2.34,2.04,2.15,true
nkXGohB02V0,Fast Food (A Thanksgiving Special) - Simon's Cat | BLACK & WHITE,Simon's Cat,17.27.11,1042171,32444,1428,3.11,2.34,1.4,1.12,true
GpxCT36DxKg,MOWGLI - Official 1st Trailer,Warner Bros. Pictures,18.02.06,13962185,122189,18420,0.88,2.33,1.87,1.47,true
OBOm_jatVCI,Blind Fast Food Sub Sandwich Taste Test,Good Mythical Morning,18.17.03,2190599,38870,4810,1.77,2.33,1.68,1.26,true
kewIE0Zw6yY,A Thirsty Sidewalk,Daily Dose Of Internet,18.13.03,6019399,133340,13386,2.22,2.33,2.33,2.04,true
NWOz3OZ6J9M,Men arrested at Starbucks speak out,ABC News,18.07.05,1532781,16639,31203,1.09,2.33,2.71,2.69,true
wwZ-T_WQ03A,Rick and Morty: Why Morty Matters,ScreenPrism,17.17.11,277792,6408,591,2.31,2.33,2.23,0.02,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.04.06,8353873,65499,8321,0.78,2.33,1.64,1.35,true
dcipHnWcB0w,Kim Kardashian's Surrogate Didn't Know Whose Baby She Was Carrying!,The Real Daytime,17.24.11,715011,6037,587,0.84,2.33,1.9,0.39,true
H0g4JxKp4fc,*cough*,jacksfilms,18.07.03,2248844,223337,39833,9.93,2.33,2.46,0.82,true
_fVUX6-7VKE,"7.9 earthquake hits near Kodiak, AK",Fox News,18.28.01,1164431,6729,3626,0.58,2.33,2.32,2.23,true
qQn6TsbYrH8,BIG SHAQ - MAN DON'T DANCE (OFFICIAL MUSIC VIDEO),Michael Dapaah,18.14.06,6891734,400420,36025,5.81,2.33,2.15,2.06,true
YLPNjaAOrBw,Did Alexa Lose Her Voice? - Teaser - Amazon Super Bowl Commercial LII,amazon,18.31.01,9627575,1007,264,0.01,2.33,-1.41,-0.96,true
H08xgoXkpa8,"Snoop Dogg Weighs In On Kanye's Controversial Comments, Friendship With Martha Stewart | The View",The View,18.31.05,804841,9865,2651,1.23,2.33,2.28,2.22,true
MIQKlHSD89E,Tiny Donkey Thinks He's Actually A Dog  | The Dodo,The Dodo,18.03.04,3801056,110716,6477,2.91,2.33,2.48,1.7,true
Ev9rOA2Yjs0,5 McDonald's Gadgets put to the Test!,CrazyRussianHacker,18.15.01,2074253,41379,3992,1.99,2.33,1.14,0.34,true
we5djgQwK9w,Whats In My HUGE Fridge?,Rosanna Pansino,18.06.05,3412044,125072,19309,3.67,2.32,2.2,2.07,true
-oOlAGKBXnA,I Won't Wear A Jacket,Gus Johnson,17.13.12,1299377,45957,2463,3.54,2.32,2.22,2.05,true
iGXYZwZEZa0,How small a hole can a mouse get through?  Experiments.,Matthias Wandel,17.14.12,2606062,31361,6927,1.2,2.32,2.26,2.34,true
qpkXi0-XkxI,Did Tyler Predict Khloe Kardashian’s Drama With Tristan? | Hollywood Medium with Tyler Henry | E!,E! Entertainment,18.28.04,1926158,15928,1618,0.83,2.32,2.42,2.31,true
rjlxc-vxNBA,Goodbye 3 Million Subscribers,Wong Fu Productions,18.23.01,510986,34713,3397,6.79,2.32,2.35,2.19,true
arJ5h2TY3I4,FANTASY (feat. Amber Liu) by SUPERFRUIT,SUPERFRUIT,17.16.11,1233722,115781,9706,9.38,2.32,2.31,2.18,true
4nqJiBRNQuw,Pastry Chef Attempts To Make Gourmet Kit Kats | Gourmet Makes | Bon Appétit,Bon Appétit,18.09.05,2989192,69772,5371,2.33,2.32,2.26,1.88,true
w2Es7-c9GAk,Selena Gomez Delivers Emotional First Performance of 'Wolves' at the AMAs -- Watch!,Entertainment Tonight,17.24.11,1902473,9294,1913,0.49,2.32,2.5,0.07,true
kxMC7g_sKjw,Jim Carrey Crashes Jeff Daniels' CONAN Interview  - CONAN on TBS,Team Coco,18.24.04,3554029,41695,3797,1.17,2.32,0.86,2.6,true
GpxCT36DxKg,MOWGLI - Official 1st Trailer,Warner Bros. Pictures,18.01.06,13893887,121837,18337,0.88,2.32,1.86,1.46,true
wIimU5-UEPc,Can Selena Gomez remember her own lyrics?,BBC Radio 1,18.19.02,3795887,105180,5605,2.77,2.32,1.7,1.13,true
dT5ALH3ICTc,$2 Bacon Vs. $100 Bacon,BuzzFeedVideo,18.22.03,6037731,132975,13109,2.2,2.32,2.32,1.64,true
fGHOLz35L8M,Yellow Labrador dumped after being used for breeding puppies.  Look how happy she is now!,Hope For Paws - Official Rescue Channel,18.16.01,1173790,36014,3000,3.07,2.31,2.1,1.92,true
h8Q3IhUwX_4,Lili Reinhart and Camila Mendes Read Absurd Riverdale Fan Theories | ELLE,ELLE,17.13.12,810921,31803,1642,3.92,2.31,2.44,2.35,true
y3qfeoqErtY,How Overnight Shipping Works,Wendover Productions,18.19.02,1771000,47821,3127,2.7,2.31,2.29,0.13,true
s31XTrGJchQ,James Bay - Us,JamesBayVEVO,18.06.05,11452121,102215,1947,0.89,2.31,2.06,0.98,true
GpxCT36DxKg,MOWGLI - Official 1st Trailer,Warner Bros. Pictures,18.31.05,13842101,121576,18211,0.88,2.31,1.86,1.44,true
kD-_iyS95AQ,History of TV Theme Songs with Will Smith,The Tonight Show Starring Jimmy Fallon,18.01.04,5268742,67172,3627,1.27,2.31,0.71,0.53,true
Qx54quy9tDQ,Macaulay Culkin Responds to Home Alone Conspiracy Theories,The Tonight Show Starring Jimmy Fallon,18.07.03,5270624,75955,13116,1.44,2.31,0.88,3.71,true
jlmNwjdYVnk,Boy Sings Out in Walmart || ViralHog,ViralHog,18.16.04,1977980,33500,6439,1.69,2.31,2.26,2.18,true
uA8GdJJqz_s,Physicist Stephen Hawking has died,CNN,18.16.03,2740785,49073,27280,1.79,2.31,2.99,1.67,true
xLkHEZTSeoU,Casey Neistat Melts His Face Off While Eating Spicy Wings | Hot Ones,First We Feast,17.18.12,2983150,132086,12511,4.43,2.31,2.44,1.49,true
P3Bd3HUMkyU,First Look at Nintendo Labo,Nintendo,18.20.01,7241896,222479,56902,3.07,2.31,2.65,2.44,true
SagsqxiVStM,BEIRUT | Official Trailer,Bleecker Street,18.17.01,5186780,510,665,0.01,2.31,-0.93,-0.12,true
w9JrUVI_h4I,Crow - Simon's Cat | SHORTS,Simon's Cat,18.10.06,1034377,39604,1775,3.83,2.31,2.17,1.8,true
Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,18.03.06,8303192,65282,8311,0.79,2.31,1.63,1.35,true
EKkzbbLYPuI,Lindsey Stirling - Carol of the Bells,Lindsey Stirling,17.07.12,3890910,175056,7075,4.5,2.31,1.98,2.34,true
VLxl1UeuwHY,GOD LEVEL Street Food in Mexico - Sandwich NINJA with SUPER FAST Cutting Skills + Mexican Chicken,The Food Ranger,18.19.02,1739165,28199,5454,1.62,2.3,2.03,1.62,true
